1;-11.4176152852;-20.931502775684869277483812766150;
1;-10.7709881202;-20.204454043449242561791834305041;
1;-10.3815233535;-19.831249797559301839555701008067;
1;-10.1019384913;-19.571410786959003047513760975562;
1;-9.8836849252;-19.360222102683874112472039996646;
1;-9.7046366938;-19.203297090931847890260542044416;
1;-9.5528306809;-19.051774533510858589124836726114;
1;-9.4210614033;-18.923520197987180324616929283366;
1;-9.3046510514;-18.813409079570753590360254747793;
1;-9.2003900411;-18.706213755313193303209118312225;
1;-9.1059803567;-18.696679784791644607366833952256;
1;-9.0197200124;-18.696679784791644607366833952256;
1;-8.9403132348;-18.696679784791644607366833952256;
1;-8.8667506676;-18.696679784791644607366833952256;
1;-8.7982307211;-18.696679784791644607366833952256;
1;-8.7341061930;-18.696679784791644607366833952256;
1;-8.6738470015;-18.696679784791644607366833952256;
1;-8.6170135267;-18.696679784791644607366833952256;
1;-8.5632371299;-18.696679784791644607366833952256;
1;-8.5122056499;-18.696679784791644607366833952256;
1;-8.4636524245;-18.696679784791644607366833952256;
1;-8.4173478564;-18.696679784791644607366833952256;
1;-8.3730928474;-18.696679784791644607366833952256;
1;-8.3307136245;-18.696679784791644607366833952256;
1;-8.2900576188;-18.696679784791644607366833952256;
1;-8.2509901506;-18.632371917558909757417495711707;
1;-8.2133917371;-18.537646099356184237194611341693;
1;-8.1771558886;-18.457326728241955748899272293784;
1;-8.1421872908;-18.379136997041864987068038317375;
1;-8.1084002932;-18.310553521190335857227182714269;
1;-8.0757176458;-18.280900801495207019797817338258;
1;-8.0440694348;-18.280900801495207019797817338258;
1;-8.0133921826;-18.280900801495207019797817338258;
1;-7.9836280807;-18.280900801495207019797817338258;
1;-7.9547243345;-18.280900801495207019797817338258;
1;-7.9266325996;-18.244359259401974782122124452144;
1;-7.8993084954;-18.182591171971917987093547708355;
1;-7.8727111828;-18.122931335565581889568420592695;
1;-7.8468029980;-18.071133268092502532908838475123;
1;-7.8215491307;-18.017867864318080961538726114668;
1;-7.7969173435;-17.986286292267781306009055697359;
1;-7.7728777243;-17.986286292267781306009055697359;
1;-7.7494024679;-17.986286292267781306009055697359;
1;-7.7264656825;-17.986286292267781306009055697359;
1;-7.7040432185;-17.986286292267781306009055697359;
1;-7.6821125150;-17.986286292267781306009055697359;
